epoch,train_util,train_q_loss,train_mask_loss,val_cut1_util,val_cut2_util,val_rs_util,avg_val_util,invalid_learned,invalid_attempted,epsilon,lr,train_h_stacking,train_h_best_fit,train_h_semi_perfect_fit,train_h_corner,val_cut1_h_stacking,val_cut1_h_best_fit,val_cut1_h_semi_perfect_fit,val_cut1_h_corner,val_cut2_h_stacking,val_cut2_h_best_fit,val_cut2_h_semi_perfect_fit,val_cut2_h_corner,val_rs_h_stacking,val_rs_h_best_fit,val_rs_h_semi_perfect_fit,val_rs_h_corner
1,0.392290700000001,0.015321244585518496,0.05554712755105829,0.6216676190476178,0.61767,0.5233061904761919,0.5875479365079367,95779,0,0.8599972123453936,0.0001,0.24859967051070841,0.24915568369028007,0.24715815485996706,0.2550864909390445,0.18115099147003433,0.28760939404010194,0.17483660130718953,0.3564030131826742,0.18078973131730663,0.28872511693679975,0.18214946154682912,0.3483356901990645,0.17145322747670003,0.3163272350707629,0.17580255436658612,0.33641698308595097
2,0.3947067000000008,0.006654689114299958,0.049568991425345196,0.6293257142857133,0.6154433333333338,0.5280023809523806,0.5909238095238093,91773,0,0.7395952052418467,0.0001,0.23459989960353642,0.23617755831702744,0.23497894747625828,0.29424359460317784,0.12906320232417914,0.22488077618812696,0.27769555445924465,0.36836046702844927,0.14381918316156825,0.2297835214570042,0.26500899721904136,0.36138829816238616,0.1422987244548073,0.2358044164037855,0.2575778356878343,0.3643190234535729
3,0.3927785000000001,0.009199393043844059,0.04726136757087038,0.6309080952380948,0.6241823809523801,0.5325280952380952,0.5958728571428566,89700,0,0.6361929431551375,0.0001,0.23063808809785455,0.2339348252523904,0.23181916215633314,0.30360792449342194,0.2208929891319226,0.16636097347313095,0.2349092501847847,0.3778367872101618,0.22323805426335744,0.1740568447659254,0.22197423969453334,0.38073086127618383,0.23298856831790962,0.18304300489929232,0.20876428960261295,0.3752041371801851
4,0.3915893000000002,0.0168639328478859,0.04518790466234685,0.6242852380952391,0.6172452380952383,0.5231790476190475,0.5882365079365083,86224,0,0.5470174780179877,0.0001,0.24870562703456828,0.2189944711414251,0.22601147108975353,0.3062884307342531,0.26278703473431153,0.16073945121445743,0.25737102434441406,0.319102489706817,0.2741992351712728,0.1681809552222614,0.246508095793442,0.31111171381302377,0.27522967465635145,0.18308351177730192,0.24538923810181668,0.29629757546452995
5,0.39352800000000027,0.02303621478747744,0.043187508984318126,0.6278428571428583,0.6204671428571412,0.5276090476190476,0.5919730158730158,84644,0,0.47027828759096824,0.0001,0.23068603213844252,0.23450762257931604,0.2500927070457355,0.284713638236506,0.24469488730071468,0.20918086860912588,0.27089059923034636,0.2752336448598131,0.24667767342409397,0.2050775435082686,0.2627006252199096,0.28554415784772785,0.24341292713050638,0.2099629477151091,0.27072183340194866,0.27590229175243586
6,0.3889039000000002,0.11057074923779836,0.04543192573466641,0.5888676190476182,0.5850966666666667,0.5053576190476191,0.559773968253968,74274,0,0.40441981691705214,5e-05,0.22961963572206942,0.22408800788749936,0.261657412692647,0.28463494369778425,0.23814767590124028,0.23684363046250145,0.25333256056566594,0.27167613307059235,0.23742277140335394,0.23326595108618284,0.24314551718247301,0.2861657603279902,0.23714275545431895,0.24938605545075987,0.25234010748478486,0.2611310816101363
7,0.3843270000000005,0.46072379593242757,0.046632630824768255,0.5895938095238094,0.5840495238095231,0.5045942857142869,0.5594125396825398,69434,0,0.34782600133339975,5e-05,0.22396733155332182,0.22122401968483327,0.26202816606460394,0.292780482697241,0.21810651915780938,0.20174346201743462,0.28706304845202585,0.2930869703727302,0.22260869565217392,0.20199572344975053,0.2942836778332145,0.281111903064861,0.21923378754369693,0.20753370906756083,0.3142969251623029,0.2589355782264393
8,0.385955600000002,0.8220908836557603,0.04420548141217096,0.585378571428572,0.5841261904761905,0.5058023809523812,0.5584357142857145,72654,0,0.29904863688896055,5e-05,0.2189812343663328,0.2104304687745298,0.2667169037227752,0.3038713931363622,0.25351537429254917,0.18081568352879399,0.2771748643444775,0.28849407783417935,0.24609408471623204,0.18282825397732141,0.2839964582559767,0.28708120305046986,0.24683837412276013,0.1745573723771864,0.2857397313953903,0.2928645221046632
9,0.3838323000000009,3.3668847875239805,0.045346047352286145,0.6019723809523818,0.5890561904761908,0.5059442857142853,0.5656576190476194,70186,0,0.25718870968361884,5e-05,0.22012466420416388,0.20557001343183345,0.2621306245802552,0.31217469778374746,0.23437989240272125,0.2119780251060317,0.2888332242179272,0.26480885827331985,0.2398074745186863,0.20965458663646658,0.28439977349943374,0.26613816534541335,0.2360086922446653,0.19682234334366427,0.2962131737380214,0.27095579067364894
10,0.38644960000000067,7.773313981033964,0.04459182532210296,0.5960928571428565,0.5948580952380955,0.5151509523809529,0.5687006349206349,73720,0,0.22111191162884455,5e-05,0.20851945226114882,0.1831514859874677,0.2591821576893706,0.34914690406201293,0.30248670403909733,0.14845479373293086,0.22118729337358056,0.32787120885439125,0.3084442946232934,0.15132872633294006,0.22290578122366425,0.31732119782010226,0.3141955835962145,0.15864002804065896,0.2120925341745531,0.3150718541885734
11,0.3859329999999997,31.879038835755363,0.04924037473404834,0.5893371428571436,0.5854247619047614,0.5083452380952387,0.5610357142857146,77371,0,0.1901527752827523,2.5e-05,0.16779554719347758,0.14990070032403052,0.21199958189610119,0.47030417058639074,0.1149478697760869,0.13472540876484768,0.23767897075479918,0.5126477507042663,0.12331109970925261,0.13673678809645973,0.23085913003819622,0.5090929821560914,0.1155743231255101,0.14793655299669992,0.22830985415705618,0.5081792697207338
12,0.3864677000000005,165.95373662450865,0.05188520739589952,0.5772914285714285,0.5825061904761906,0.5056133333333338,0.5551369841269843,82680,0,0.16352595077400028,2.5e-05,0.12626642434877067,0.12625597961187357,0.19189070627310897,0.5555868897662468,0.11695215593620792,0.08812758417011222,0.11642055522740696,0.6784997046662729,0.1199463225216994,0.09970306075833714,0.11763362265874829,0.6627169940612152,0.10017443309244954,0.09138158128938094,0.13199957281691646,0.6764444128012531
13,0.38733469999999887,744.1316334799167,0.053163421569646346,0.5688938095238087,0.5818214285714276,0.5011219047619048,0.5506123809523804,87095,0,0.14062553347291415,2.5e-05,0.1283517719857491,0.10624622372231597,0.19106402483488552,0.5743379794570495,0.14645541944951931,0.04474527539009854,0.1302524783611369,0.6785468267992453,0.15464330699645024,0.046089545402496275,0.12238062521470285,0.6768865223863506,0.11007067771678686,0.046711871703799375,0.14462024181107164,0.6985972087683421
14,0.38747519999999974,1839.2034311726889,0.05312705107002209,0.5807852380952389,0.5884371428571421,0.5047852380952383,0.5580025396825398,89321,0,0.12092849672588891,2.5e-05,0.11683777164000209,0.10317369326176455,0.21365365574026787,0.5663348793579654,0.0737753179463024,0.17360456900612342,0.13942534149788036,0.6131947715496938,0.06614686702580097,0.1898780833569606,0.13382478026651545,0.610150269350723,0.08049293015635574,0.13758592442212486,0.17213377497595897,0.6097873704455604
15,0.3889420999999996,2976.7896970065685,0.05302520862205412,0.5926095238095237,0.5931990476190467,0.509154285714286,0.5649876190476188,90332,0,0.10400753040410067,2.5e-05,0.16234318299637118,0.12223950233281493,0.3047485743908761,0.41066874027993777,0.1806698342797543,0.13443040908564144,0.20503534592652684,0.4798644107080774,0.18762137971797688,0.138168819837316,0.19142109262855694,0.4827887078161502,0.16651929402610263,0.13645527535104163,0.25465992289463446,0.44236550772822125
16,0.38966600000000023,3977.5157708684005,0.05327444594622113,0.6121538095238086,0.6034090476190476,0.5205914285714287,0.5787180952380949,91012,0,0.0894274043426521,1.25e-05,0.2179203654674765,0.1124746924155116,0.34190935991278615,0.32769558220422573,0.19865244244806288,0.07122403144300954,0.31412128017967433,0.4160022459292532,0.2131573851218635,0.06703184219990593,0.2932193543032617,0.4265914183749689,0.18375638042987605,0.07194694260217369,0.37928400291676795,0.3650126740511823
17,0.38867260000000003,4745.918571550613,0.053214990855758364,0.618578095238095,0.6050361904761891,0.5129804761904769,0.5788649206349205,90198,0,0.07692231694385662,1.25e-05,0.23013988406939245,0.13804867426402728,0.35256177608179434,0.2792496655847859,0.36459900796968175,0.023100930725073843,0.3119043638187594,0.300395697486485,0.36790082553355974,0.022667660620116513,0.29476241751566856,0.3146690963306552,0.31543009995776433,0.024672673518231734,0.3759327044910601,0.2839645220329438
18,0.39033370000000206,5135.341049580794,0.05326175690498934,0.6290376190476193,0.608911428571428,0.5159542857142858,0.5846344444444443,91027,0,0.06615000129950158,1.25e-05,0.25497484107427576,0.16140020292796056,0.34346592673886484,0.24015902925889882,0.30836992316136114,0.10889132821075741,0.37672886937431393,0.2060098792535675,0.3249526528147558,0.1038344358136854,0.3539099168336398,0.21730299453791893,0.2984364615761307,0.12301934310399104,0.40522578614152294,0.1733184091783553
19,0.38752840000000105,5798.285296909906,0.05344129473200116,0.63662619047619,0.6134861904761894,0.5166728571428573,0.5889284126984121,90646,0,0.0568939369765296,1.25e-05,0.2863143448290203,0.18564997244778075,0.3803765816533411,0.14765910106985788,0.3208884303130685,0.14122023405468517,0.43006869586467183,0.10782263976757446,0.33349709326127897,0.13471983405660634,0.42209121427986573,0.10969185840224897,0.31955595894714794,0.1460936954548628,0.4563289813586539,0.07802136423933534
