epoch,train_util,train_q_loss,train_mask_loss,val_cut1_util,val_cut2_util,val_rs_util,avg_val_util,invalid_learned,invalid_attempted,epsilon,lr,train_h_stacking,train_h_best_fit,train_h_semi_perfect_fit,train_h_corner,val_cut1_h_stacking,val_cut1_h_best_fit,val_cut1_h_semi_perfect_fit,val_cut1_h_corner,val_cut2_h_stacking,val_cut2_h_best_fit,val_cut2_h_semi_perfect_fit,val_cut2_h_corner,val_rs_h_stacking,val_rs_h_best_fit,val_rs_h_semi_perfect_fit,val_rs_h_corner
19,0.4090649,6474624.741735633,0.05780828922434735,0.6367780952380948,0.616465714285714,0.5191019047619047,0.5907819047619044,93409,0,0.05784308445346827,1.25e-05,0.3845707656612529,0.21930933046072257,0.2717310241962214,0.12438887968180312,0.40872045639771803,0.15286606900298833,0.21646291768541157,0.2219505569138821,0.4137218658258128,0.15920952484505818,0.19968467978688703,0.22738392954224204,0.40661708486828385,0.19086675470911238,0.23410022937374017,0.16841593104886357
20,0.4099706000000019,5464629.756386238,0.05776595513534532,0.6287866666666666,0.6166395238095237,0.5215066666666668,0.588977619047619,93468,0,0.04999999027534222,1.25e-05,0.4019603784130664,0.2125468358622974,0.2481627921419256,0.13732999358271059,0.3761709843136178,0.26238290156863825,0.14230378286310816,0.21914233125463586,0.3674318663983028,0.26086601751618343,0.1387967143556547,0.2329054017298591,0.39270371396895787,0.234375,0.1841740576496674,0.18874722838137473
21,0.4112774000000015,3609894.892640633,0.057360708940043616,0.6171585714285709,0.6161799999999995,0.5171704761904761,0.5835030158730156,93427,0,0.04999999027534222,6.25e-06,0.3369606858491836,0.21452459593501827,0.23313074000062123,0.2153839782151769,0.2743713544137758,0.25073260584410145,0.16753649074823476,0.30735954899388795,0.2732338470738536,0.24993884041425427,0.15936828943434178,0.31745902307755036,0.2793255131964809,0.23292836196062003,0.20800167574361123,0.2797444490992878
22,0.4131239999999983,2762883.5171261877,0.05710614505916363,0.622860476190476,0.6195138095238094,0.518534761904762,0.5869696825396825,94340,0,0.04999999027534222,6.25e-06,0.30113589425857085,0.2694960760016522,0.19301941346551013,0.23634861627426684,0.25588471219539183,0.28340663292119606,0.14798218681713826,0.3127264680662739,0.2553318176897261,0.2822344917180903,0.13640792465086066,0.32602576594132293,0.259872433864278,0.28325955874664527,0.16628908019936564,0.29057892718971107
23,0.4108561000000008,2305223.489344463,0.057402160212989405,0.6404638095238089,0.6244071428571436,0.5182776190476197,0.5943828571428574,94513,0,0.04999999027534222,6.25e-06,0.41311847949591984,0.2839066212168164,0.15978721206486934,0.1431876872223944,0.3998218575400146,0.1722583605495425,0.2319900672082917,0.1959297147021512,0.40795125093954687,0.18246000214753572,0.20667346719639215,0.2029152797165253,0.42088387006831174,0.2048306148055207,0.21434546214972816,0.15994005297643943
24,0.41014850000000097,1957035.6053062568,0.057481862484153365,0.639928571428571,0.62305761904762,0.519670952380953,0.594219047619048,94497,0,0.04999999027534222,6.25e-06,0.47029064064839193,0.27706365185070464,0.1633885705435961,0.08925713695730732,0.4626889848812095,0.2347732181425486,0.15701943844492441,0.1455183585313175,0.46658955183730566,0.24659708398342928,0.1361704417065691,0.15064292247269598,0.476238484269077,0.2677907178863202,0.13596384495046063,0.12000695289414219
25,0.40938290000000027,1952496.8564005946,0.05726267858571156,0.6387261904761896,0.6220271428571438,0.5187790476190479,0.5931774603174604,94168,0,0.04999999027534222,6.25e-06,0.4767528438469493,0.27174767321613236,0.1616028955532575,0.08989658738366081,0.35193249127741866,0.2113975062883726,0.2655451275254916,0.17112487490871717,0.3674217907227616,0.21995685005393742,0.23500539374325782,0.17761596548004316,0.38514265831593597,0.24164926931106473,0.2291579679888657,0.1440501043841336
26,0.40947160000000166,2122700.830377737,0.05705834158321156,0.6393195238095225,0.6190885714285714,0.5187390476190481,0.5923823809523807,94167,0,0.04999999027534222,3.125e-06,0.4547222308416338,0.26213009795099346,0.18702744075878405,0.09612023044858865,0.42366422529120834,0.19631901840490798,0.21407529526229022,0.16594146104159346,0.43614973841858445,0.20029275433032448,0.19077823859477921,0.17277926865631182,0.4382374438759528,0.2262364693188542,0.18923810518255543,0.14628798162263756
27,0.4091256999999995,2066296.6025984273,0.05701658443607869,0.6396909523809513,0.6204066666666667,0.5191780952380954,0.5930919047619044,94036,0,0.04999999027534222,3.125e-06,0.4640798799730974,0.25857519788918204,0.1843137254901961,0.09303119664752445,0.37491227123036225,0.2217243427090644,0.2697187280678076,0.13364465799276576,0.39492753623188404,0.22123080250919316,0.2418343067272334,0.1420073545316894,0.4059075253105104,0.23786661100093937,0.23922346310406012,0.11700240058449014
28,0.40937500000000054,2033724.4491422898,0.056906745369642596,0.6414014285714276,0.6207057142857142,0.5191571428571428,0.5937547619047615,94135,0,0.04999999027534222,3.125e-06,0.46806464621397775,0.25653751899990695,0.18719690624644558,0.08820092853966974,0.42151585293642674,0.1771814609463315,0.23830543144748884,0.16299725466975293,0.43580597216592354,0.1793541413322524,0.21145791109309553,0.17338197540872854,0.43841285296981497,0.20267074697454443,0.21150368618723048,0.14741271386841007
