episode,utilization,invalid_learned,invalid_attempted,boxes_attempted,placed_boxes,max_height,avg_height
1248,0.826,80,0,100,20,10.0,8.26
1249,0.846,72,0,100,28,10.0,8.46
1250,0.865,71,0,100,29,10.0,8.65
1251,0.773,78,0,100,22,10.0,7.73
1252,0.845,73,0,100,27,10.0,8.45
1253,0.793,75,0,100,25,10.0,7.93
1254,0.705,77,0,100,23,10.0,7.05
1255,0.858,75,0,100,25,10.0,8.58
1256,0.778,75,0,100,25,10.0,7.78
1257,0.793,80,0,100,20,10.0,7.93
1258,0.846,75,0,100,25,10.0,8.46
1259,0.831,81,0,100,19,10.0,8.31
1260,0.86,77,0,100,23,10.0,8.6
1261,0.857,71,0,100,29,10.0,8.57
1262,0.802,77,0,100,23,10.0,8.02
1263,0.856,72,0,100,28,10.0,8.56
1264,0.749,79,0,100,21,10.0,7.49
1265,0.727,81,0,100,19,10.0,7.27
1266,0.724,71,0,100,29,10.0,7.24
1267,0.695,79,0,100,21,10.0,6.95
1268,0.741,84,0,100,16,10.0,7.41
1269,0.878,72,0,100,28,10.0,8.78
1270,0.725,78,0,100,22,10.0,7.25
1271,0.795,74,0,100,26,10.0,7.95
1272,0.72,80,0,100,20,10.0,7.2
1273,0.846,70,0,100,30,10.0,8.46
1274,0.843,70,0,100,30,10.0,8.43
1275,0.861,74,0,100,26,10.0,8.61
1276,0.746,74,0,100,26,10.0,7.46
1277,0.828,72,0,100,28,10.0,8.28
1278,0.82,78,0,100,22,10.0,8.2
1279,0.732,81,0,100,19,10.0,7.32
1280,0.767,78,0,100,22,10.0,7.67
1281,0.855,72,0,100,28,10.0,8.55
1282,0.777,83,0,100,17,10.0,7.77
1283,0.748,77,0,100,23,10.0,7.48
1284,0.808,76,0,100,24,10.0,8.08
1285,0.79,77,0,100,23,10.0,7.9
1286,0.872,75,0,100,25,10.0,8.72
1287,0.766,76,0,100,24,10.0,7.66
1288,0.778,77,0,100,23,10.0,7.78
1289,0.887,71,0,100,29,10.0,8.87
1290,0.865,77,0,100,23,10.0,8.65
1291,0.787,79,0,100,21,10.0,7.87
1292,0.853,75,0,100,25,10.0,8.53
1293,0.843,74,0,100,26,10.0,8.43
1294,0.829,76,0,100,24,10.0,8.29
1295,0.661,78,0,100,22,10.0,6.61
1296,0.838,78,0,100,22,10.0,8.38
1297,0.934,68,0,100,32,10.0,9.34
1298,0.781,75,0,100,25,10.0,7.81
1299,0.88,74,0,100,26,10.0,8.8
1300,0.862,78,0,100,22,10.0,8.62
1301,0.764,70,0,100,30,10.0,7.64
1302,0.773,75,0,100,25,10.0,7.73
1303,0.87,73,0,100,27,10.0,8.7
1304,0.8,74,0,100,26,10.0,8.0
1305,0.818,77,0,100,23,10.0,8.18
1306,0.831,72,0,100,28,10.0,8.31
1307,0.789,77,0,100,23,10.0,7.89
1308,0.841,77,0,100,23,10.0,8.41
1309,0.887,72,0,100,28,10.0,8.87
1310,0.751,76,0,100,24,10.0,7.51
1311,0.851,76,0,100,24,10.0,8.51
1312,0.825,80,0,100,20,10.0,8.25
1313,0.816,81,0,100,19,10.0,8.16
1314,0.778,78,0,100,22,10.0,7.78
1315,0.816,75,0,100,25,10.0,8.16
1316,0.708,78,0,100,22,10.0,7.08
1317,0.789,76,0,100,24,10.0,7.89
1318,0.778,80,0,100,20,10.0,7.78
1319,0.767,73,0,100,27,10.0,7.67
1320,0.881,73,0,100,27,10.0,8.81
1321,0.82,74,0,100,26,10.0,8.2
1322,0.743,71,0,100,29,10.0,7.43
1323,0.797,76,0,100,24,10.0,7.97
1324,0.77,78,0,100,22,10.0,7.7
1325,0.713,76,0,100,24,10.0,7.13
1326,0.898,74,0,100,26,10.0,8.98
1327,0.663,76,0,100,24,10.0,6.63
1328,0.827,75,0,100,25,10.0,8.27
1329,0.753,81,0,100,19,10.0,7.53
1330,0.79,78,0,100,22,10.0,7.9
1331,0.783,72,0,100,28,10.0,7.83
1332,0.761,77,0,100,23,10.0,7.61
1333,0.81,74,0,100,26,10.0,8.1
1334,0.728,80,0,100,20,10.0,7.28
1335,0.779,77,0,100,23,10.0,7.79
1336,0.764,78,0,100,22,10.0,7.64
1337,0.833,73,0,100,27,10.0,8.33
1338,0.865,72,0,100,28,10.0,8.65
1339,0.834,71,0,100,29,10.0,8.34
1340,0.824,71,0,100,29,10.0,8.24
1341,0.705,80,0,100,20,10.0,7.05
1342,0.811,75,0,100,25,10.0,8.11
1343,0.716,82,0,100,18,10.0,7.16
1344,0.773,76,0,100,24,10.0,7.73
1345,0.831,75,0,100,25,10.0,8.31
1346,0.805,72,0,100,28,10.0,8.05
1347,0.716,83,0,100,17,10.0,7.16
1348,0.811,77,0,100,23,10.0,8.11
1349,0.842,75,0,100,25,10.0,8.42
1350,0.776,79,0,100,21,10.0,7.76
1351,0.782,73,0,100,27,10.0,7.82
1352,0.77,82,0,100,18,10.0,7.7
1353,0.719,76,0,100,24,10.0,7.19
1354,0.791,80,0,100,20,10.0,7.91
1355,0.714,77,0,100,23,10.0,7.14
1356,0.806,73,0,100,27,10.0,8.06
1357,0.694,79,0,100,21,10.0,6.94
1358,0.755,79,0,100,21,10.0,7.55
1359,0.838,78,0,100,22,10.0,8.38
1360,0.811,74,0,100,26,10.0,8.11
1361,0.774,81,0,100,19,10.0,7.74
1362,0.825,72,0,100,28,10.0,8.25
1363,0.825,77,0,100,23,10.0,8.25
1364,0.752,77,0,100,23,10.0,7.52
1365,0.877,81,0,100,19,10.0,8.77
1366,0.853,69,0,100,31,10.0,8.53
1367,0.851,72,0,100,28,10.0,8.51
1368,0.873,76,0,100,24,10.0,8.73
1369,0.766,78,0,100,22,10.0,7.66
1370,0.747,80,0,100,20,10.0,7.47
1371,0.731,81,0,100,19,10.0,7.31
1372,0.777,81,0,100,19,10.0,7.77
1373,0.751,74,0,100,26,10.0,7.51
1374,0.707,78,0,100,22,10.0,7.07
1375,0.76,78,0,100,22,10.0,7.6
1376,0.846,75,0,100,25,10.0,8.46
1377,0.741,79,0,100,21,10.0,7.41
1378,0.78,73,0,100,27,10.0,7.8
1379,0.818,78,0,100,22,10.0,8.18
1380,0.73,77,0,100,23,10.0,7.3
1381,0.78,78,0,100,22,10.0,7.8
1382,0.797,75,0,100,25,10.0,7.97
1383,0.869,81,0,100,19,10.0,8.69
1384,0.75,80,0,100,20,10.0,7.5
1385,0.804,81,0,100,19,10.0,8.04
1386,0.843,76,0,100,24,10.0,8.43
1387,0.826,73,0,100,27,10.0,8.26
1388,0.767,79,0,100,21,10.0,7.67
1389,0.734,80,0,100,20,10.0,7.34
1390,0.789,76,0,100,24,10.0,7.89
1391,0.857,76,0,100,24,10.0,8.57
1392,0.766,73,0,100,27,10.0,7.66
1393,0.841,71,0,100,29,10.0,8.41
1394,0.853,71,0,100,29,10.0,8.53
1395,0.862,78,0,100,22,10.0,8.62
1396,0.886,69,0,100,31,10.0,8.86
1397,0.716,84,0,100,16,10.0,7.16
1398,0.763,73,0,100,27,10.0,7.63
1399,0.842,73,0,100,27,10.0,8.42
1400,0.74,82,0,100,18,10.0,7.4
1401,0.844,74,0,100,26,10.0,8.44
1402,0.788,76,0,100,24,10.0,7.88
1403,0.767,77,0,100,23,10.0,7.67
1404,0.765,77,0,100,23,10.0,7.65
1405,0.734,76,0,100,24,10.0,7.34
1406,0.745,80,0,100,20,10.0,7.45
1407,0.806,77,0,100,23,10.0,8.06
1408,0.804,78,0,100,22,10.0,8.04
1409,0.805,77,0,100,23,10.0,8.05
1410,0.817,72,0,100,28,10.0,8.17
1411,0.756,81,0,100,19,10.0,7.56
1412,0.786,79,0,100,21,10.0,7.86
1413,0.831,77,0,100,23,10.0,8.31
1414,0.742,70,0,100,30,10.0,7.42
1415,0.726,82,0,100,18,10.0,7.26
1416,0.801,75,0,100,25,10.0,8.01
1417,0.801,76,0,100,24,10.0,8.01
1418,0.786,77,0,100,23,10.0,7.86
1419,0.766,76,0,100,24,10.0,7.66
1420,0.771,71,0,100,29,10.0,7.71
1421,0.827,75,0,100,25,10.0,8.27
1422,0.858,69,0,100,31,10.0,8.58
1423,0.706,81,0,100,19,10.0,7.06
1424,0.693,74,0,100,26,10.0,6.93
1425,0.827,77,0,100,23,10.0,8.27
1426,0.803,79,0,100,21,10.0,8.03
1427,0.816,74,0,100,26,10.0,8.16
1428,0.794,74,0,100,26,10.0,7.94
1429,0.804,79,0,100,21,10.0,8.04
1430,0.862,79,0,100,21,10.0,8.62
1431,0.85,71,0,100,29,10.0,8.5
1432,0.86,70,0,100,30,10.0,8.6
1433,0.785,78,0,100,22,10.0,7.85
1434,0.868,79,0,100,21,10.0,8.68
1435,0.852,77,0,100,23,10.0,8.52
1436,0.759,75,0,100,25,10.0,7.59
1437,0.754,77,0,100,23,10.0,7.54
1438,0.805,75,0,100,25,10.0,8.05
1439,0.836,76,0,100,24,10.0,8.36
1440,0.724,84,0,100,16,10.0,7.24
1441,0.778,73,0,100,27,10.0,7.78
1442,0.841,78,0,100,22,10.0,8.41
1443,0.784,82,0,100,18,10.0,7.84
1444,0.792,76,0,100,24,10.0,7.92
1445,0.865,73,0,100,27,10.0,8.65
1446,0.799,81,0,100,19,10.0,7.99
1447,0.866,76,0,100,24,10.0,8.66
1448,0.864,80,0,100,20,10.0,8.64
1449,0.75,77,0,100,23,10.0,7.5
1450,0.812,74,0,100,26,10.0,8.12
1451,0.897,74,0,100,26,10.0,8.97
1452,0.75,77,0,100,23,10.0,7.5
1453,0.838,73,0,100,27,10.0,8.38
1454,0.814,73,0,100,27,10.0,8.14
1455,0.81,78,0,100,22,10.0,8.1
1456,0.846,72,0,100,28,10.0,8.46
1457,0.817,78,0,100,22,10.0,8.17
1458,0.738,78,0,100,22,10.0,7.38
1459,0.812,74,0,100,26,10.0,8.12
1460,0.869,78,0,100,22,10.0,8.69
1461,0.828,78,0,100,22,10.0,8.28
1462,0.793,74,0,100,26,10.0,7.93
1463,0.753,78,0,100,22,10.0,7.53
1464,0.841,77,0,100,23,10.0,8.41
1465,0.81,71,0,100,29,10.0,8.1
1466,0.841,73,0,100,27,10.0,8.41
1467,0.725,78,0,100,22,10.0,7.25
1468,0.718,77,0,100,23,10.0,7.18
1469,0.789,80,0,100,20,10.0,7.89
1470,0.844,75,0,100,25,10.0,8.44
1471,0.742,84,0,100,16,10.0,7.42
1472,0.842,76,0,100,24,10.0,8.42
1473,0.796,78,0,100,22,10.0,7.96
1474,0.82,73,0,100,27,10.0,8.2
1475,0.811,75,0,100,25,10.0,8.11
1476,0.798,82,0,100,18,10.0,7.98
1477,0.805,70,0,100,30,10.0,8.05
1478,0.75,80,0,100,20,10.0,7.5
1479,0.834,77,0,100,23,10.0,8.34
1480,0.824,78,0,100,22,10.0,8.24
1481,0.795,77,0,100,23,10.0,7.95
1482,0.754,79,0,100,21,10.0,7.54
1483,0.801,74,0,100,26,10.0,8.01
1484,0.811,77,0,100,23,10.0,8.11
1485,0.771,72,0,100,28,10.0,7.71
1486,0.839,72,0,100,28,10.0,8.39
1487,0.803,81,0,100,19,10.0,8.03
1488,0.797,78,0,100,22,10.0,7.97
1489,0.84,71,0,100,29,10.0,8.4
1490,0.794,80,0,100,20,10.0,7.94
1491,0.736,80,0,100,20,10.0,7.36
1492,0.824,73,0,100,27,10.0,8.24
1493,0.773,79,0,100,21,10.0,7.73
1494,0.709,87,0,100,13,10.0,7.09
1495,0.84,73,0,100,27,10.0,8.4
1496,0.704,78,0,100,22,10.0,7.04
1497,0.798,74,0,100,26,10.0,7.98
1498,0.795,78,0,100,22,10.0,7.95
1499,0.781,74,0,100,26,10.0,7.81
1500,0.779,80,0,100,20,10.0,7.79
1501,0.906,69,0,100,31,10.0,9.06
1502,0.744,78,0,100,22,10.0,7.44
1503,0.707,78,0,100,22,10.0,7.07
1504,0.817,75,0,100,25,10.0,8.17
1505,0.778,76,0,100,24,10.0,7.78
1506,0.814,72,0,100,28,10.0,8.14
1507,0.891,76,0,100,24,10.0,8.91
1508,0.793,78,0,100,22,10.0,7.93
1509,0.829,83,0,100,17,10.0,8.29
1510,0.79,76,0,100,24,10.0,7.9
1511,0.804,81,0,100,19,10.0,8.04
1512,0.906,76,0,100,24,10.0,9.06
1513,0.815,74,0,100,26,10.0,8.15
1514,0.773,74,0,100,26,10.0,7.73
1515,0.896,66,0,100,34,10.0,8.96
1516,0.851,76,0,100,24,10.0,8.51
1517,0.797,76,0,100,24,10.0,7.97
1518,0.798,74,0,100,26,10.0,7.98
1519,0.817,75,0,100,25,10.0,8.17
1520,0.747,81,0,100,19,10.0,7.47
1521,0.884,71,0,100,29,10.0,8.84
1522,0.789,73,0,100,27,10.0,7.89
1523,0.766,77,0,100,23,10.0,7.66
1524,0.839,76,0,100,24,10.0,8.39
1525,0.795,79,0,100,21,10.0,7.95
1526,0.867,78,0,100,22,10.0,8.67
1527,0.805,81,0,100,19,10.0,8.05
1528,0.791,75,0,100,25,10.0,7.91
1529,0.794,78,0,100,22,10.0,7.94
1530,0.844,77,0,100,23,10.0,8.44
1531,0.843,83,0,100,17,10.0,8.43
1532,0.893,73,0,100,27,10.0,8.93
1533,0.866,74,0,100,26,10.0,8.66
1534,0.74,78,0,100,22,10.0,7.4
1535,0.803,74,0,100,26,10.0,8.03
1536,0.758,79,0,100,21,10.0,7.58
1537,0.78,81,0,100,19,10.0,7.8
1538,0.824,74,0,100,26,10.0,8.24
1539,0.685,80,0,100,20,10.0,6.85
1540,0.774,79,0,100,21,10.0,7.74
1541,0.89,74,0,100,26,10.0,8.9
1542,0.797,73,0,100,27,10.0,7.97
1543,0.772,82,0,100,18,10.0,7.72
1544,0.703,81,0,100,19,10.0,7.03
1545,0.839,76,0,100,24,10.0,8.39
1546,0.916,78,0,100,22,10.0,9.16
1547,0.776,78,0,100,22,10.0,7.76
1548,0.803,72,0,100,28,10.0,8.03
1549,0.875,79,0,100,21,10.0,8.75
1550,0.82,78,0,100,22,10.0,8.2
1551,0.777,74,0,100,26,10.0,7.77
1552,0.809,73,0,100,27,10.0,8.09
1553,0.789,77,0,100,23,10.0,7.89
1554,0.856,70,0,100,30,10.0,8.56
1555,0.744,77,0,100,23,10.0,7.44
1556,0.717,80,0,100,20,10.0,7.17
1557,0.844,78,0,100,22,10.0,8.44
1558,0.8,78,0,100,22,10.0,8.0
1559,0.823,81,0,100,19,10.0,8.23
1560,0.848,74,0,100,26,10.0,8.48
1561,0.818,77,0,100,23,10.0,8.18
1562,0.741,73,0,100,27,10.0,7.41
1563,0.798,78,0,100,22,10.0,7.98
1564,0.856,77,0,100,23,10.0,8.56
1565,0.826,74,0,100,26,10.0,8.26
1566,0.743,80,0,100,20,10.0,7.43
1567,0.863,77,0,100,23,10.0,8.63
1568,0.858,76,0,100,24,10.0,8.58
1569,0.755,78,0,100,22,10.0,7.55
1570,0.727,79,0,100,21,10.0,7.27
1571,0.795,75,0,100,25,10.0,7.95
1572,0.694,68,0,100,32,10.0,6.94
1573,0.787,77,0,100,23,10.0,7.87
1574,0.834,75,0,100,25,10.0,8.34
1575,0.823,70,0,100,30,10.0,8.23
1576,0.792,77,0,100,23,10.0,7.92
1577,0.883,78,0,100,22,10.0,8.83
1578,0.789,76,0,100,24,10.0,7.89
1579,0.743,78,0,100,22,10.0,7.43
1580,0.818,70,0,100,30,10.0,8.18
1581,0.841,78,0,100,22,10.0,8.41
1582,0.877,68,0,100,32,10.0,8.77
1583,0.768,80,0,100,20,10.0,7.68
1584,0.803,79,0,100,21,10.0,8.03
1585,0.78,83,0,100,17,10.0,7.8
1586,0.802,77,0,100,23,10.0,8.02
1587,0.852,74,0,100,26,10.0,8.52
1588,0.81,75,0,100,25,10.0,8.1
1589,0.786,80,0,100,20,10.0,7.86
1590,0.754,79,0,100,21,10.0,7.54
1591,0.725,76,0,100,24,10.0,7.25
1592,0.718,75,0,100,25,10.0,7.18
1593,0.8,75,0,100,25,10.0,8.0
1594,0.873,71,0,100,29,10.0,8.73
1595,0.771,77,0,100,23,10.0,7.71
1596,0.686,83,0,100,17,10.0,6.86
1597,0.802,75,0,100,25,10.0,8.02
1598,0.876,76,0,100,24,10.0,8.76
1599,0.835,74,0,100,26,10.0,8.35
1600,0.701,80,0,100,20,10.0,7.01
1601,0.758,76,0,100,24,10.0,7.58
1602,0.765,76,0,100,24,10.0,7.65
1603,0.724,80,0,100,20,10.0,7.24
1604,0.901,74,0,100,26,10.0,9.01
1605,0.763,77,0,100,23,10.0,7.63
1606,0.777,79,0,100,21,10.0,7.77
1607,0.809,73,0,100,27,10.0,8.09
1608,0.747,78,0,100,22,10.0,7.47
1609,0.83,74,0,100,26,10.0,8.3
1610,0.785,75,0,100,25,10.0,7.85
1611,0.83,74,0,100,26,10.0,8.3
1612,0.838,83,0,100,17,10.0,8.38
1613,0.82,73,0,100,27,10.0,8.2
1614,0.837,70,0,100,30,10.0,8.37
1615,0.831,76,0,100,24,10.0,8.31
1616,0.763,76,0,100,24,10.0,7.63
1617,0.709,83,0,100,17,10.0,7.09
1618,0.811,78,0,100,22,10.0,8.11
1619,0.86,79,0,100,21,10.0,8.6
1620,0.77,81,0,100,19,10.0,7.7
1621,0.797,78,0,100,22,10.0,7.97
1622,0.869,81,0,100,19,10.0,8.69
1623,0.764,77,0,100,23,10.0,7.64
1624,0.779,76,0,100,24,10.0,7.79
1625,0.726,76,0,100,24,10.0,7.26
1626,0.794,75,0,100,25,10.0,7.94
1627,0.812,76,0,100,24,10.0,8.12
1628,0.825,76,0,100,24,10.0,8.25
1629,0.699,78,0,100,22,10.0,6.99
1630,0.762,82,0,100,18,10.0,7.62
1631,0.848,73,0,100,27,10.0,8.48
1632,0.798,78,0,100,22,10.0,7.98
1633,0.913,77,0,100,23,10.0,9.13
1634,0.782,72,0,100,28,10.0,7.82
1635,0.813,73,0,100,27,10.0,8.13
1636,0.711,83,0,100,17,10.0,7.11
1637,0.809,77,0,100,23,10.0,8.09
1638,0.8,76,0,100,24,10.0,8.0
1639,0.698,77,0,100,23,10.0,6.98
1640,0.796,76,0,100,24,10.0,7.96
1641,0.857,79,0,100,21,10.0,8.57
1642,0.817,76,0,100,24,10.0,8.17
1643,0.838,77,0,100,23,10.0,8.38
1644,0.819,76,0,100,24,10.0,8.19
1645,0.71,74,0,100,26,10.0,7.1
1646,0.773,80,0,100,20,10.0,7.73
1647,0.777,80,0,100,20,10.0,7.77
1648,0.821,73,0,100,27,10.0,8.21
1649,0.866,79,0,100,21,10.0,8.66
1650,0.744,77,0,100,23,10.0,7.44
1651,0.772,81,0,100,19,10.0,7.72
1652,0.829,75,0,100,25,10.0,8.29
1653,0.818,74,0,100,26,10.0,8.18
1654,0.704,81,0,100,19,10.0,7.04
1655,0.764,75,0,100,25,10.0,7.64
1656,0.713,79,0,100,21,10.0,7.13
1657,0.821,75,0,100,25,10.0,8.21
1658,0.854,74,0,100,26,10.0,8.54
1659,0.872,76,0,100,24,10.0,8.72
1660,0.845,74,0,100,26,10.0,8.45
1661,0.813,74,0,100,26,10.0,8.13
1662,0.835,76,0,100,24,10.0,8.35
1663,0.785,80,0,100,20,10.0,7.85
1664,0.785,79,0,100,21,10.0,7.85
1665,0.747,80,0,100,20,10.0,7.47
1666,0.733,78,0,100,22,10.0,7.33
1667,0.845,76,0,100,24,10.0,8.45
1668,0.775,78,0,100,22,10.0,7.75
1669,0.716,72,0,100,28,10.0,7.16
1670,0.731,77,0,100,23,10.0,7.31
1671,0.747,76,0,100,24,10.0,7.47
1672,0.83,74,0,100,26,10.0,8.3
1673,0.768,78,0,100,22,10.0,7.68
1674,0.776,77,0,100,23,10.0,7.76
1675,0.747,84,0,100,16,10.0,7.47
1676,0.744,79,0,100,21,10.0,7.44
1677,0.763,74,0,100,26,10.0,7.63
1678,0.843,79,0,100,21,10.0,8.43
1679,0.685,83,0,100,17,10.0,6.85
1680,0.81,73,0,100,27,10.0,8.1
1681,0.761,77,0,100,23,10.0,7.61
1682,0.758,78,0,100,22,10.0,7.58
1683,0.751,78,0,100,22,10.0,7.51
1684,0.801,77,0,100,23,10.0,8.01
1685,0.775,78,0,100,22,10.0,7.75
1686,0.899,72,0,100,28,10.0,8.99
1687,0.706,81,0,100,19,10.0,7.06
1688,0.77,76,0,100,24,10.0,7.7
1689,0.876,68,0,100,32,10.0,8.76
1690,0.785,77,0,100,23,10.0,7.85
1691,0.782,74,0,100,26,10.0,7.82
1692,0.876,73,0,100,27,10.0,8.76
1693,0.756,77,0,100,23,10.0,7.56
1694,0.749,75,0,100,25,10.0,7.49
1695,0.838,83,0,100,17,10.0,8.38
1696,0.725,82,0,100,18,10.0,7.25
1697,0.869,74,0,100,26,10.0,8.69
1698,0.774,76,0,100,24,10.0,7.74
1699,0.793,81,0,100,19,10.0,7.93
1700,0.725,79,0,100,21,10.0,7.25
1701,0.835,77,0,100,23,10.0,8.35
1702,0.892,78,0,100,22,10.0,8.92
1703,0.778,79,0,100,21,10.0,7.78
1704,0.756,79,0,100,21,10.0,7.56
1705,0.76,76,0,100,24,10.0,7.6
1706,0.918,70,0,100,30,10.0,9.18
1707,0.822,75,0,100,25,10.0,8.22
1708,0.787,70,0,100,30,10.0,7.87
1709,0.863,80,0,100,20,10.0,8.63
1710,0.788,81,0,100,19,10.0,7.88
1711,0.866,79,0,100,21,10.0,8.66
1712,0.813,78,0,100,22,10.0,8.13
1713,0.782,71,0,100,29,10.0,7.82
1714,0.728,76,0,100,24,10.0,7.28
1715,0.829,79,0,100,21,10.0,8.29
1716,0.841,76,0,100,24,10.0,8.41
1717,0.772,78,0,100,22,10.0,7.72
1718,0.766,77,0,100,23,10.0,7.66
1719,0.682,75,0,100,25,10.0,6.82
1720,0.78,79,0,100,21,10.0,7.8
1721,0.823,72,0,100,28,10.0,8.23
1722,0.696,76,0,100,24,10.0,6.96
1723,0.795,79,0,100,21,10.0,7.95
1724,0.735,75,0,100,25,10.0,7.35
1725,0.804,75,0,100,25,10.0,8.04
1726,0.859,71,0,100,29,10.0,8.59
1727,0.871,73,0,100,27,10.0,8.71
1728,0.872,78,0,100,22,10.0,8.72
1729,0.863,70,0,100,30,10.0,8.63
1730,0.866,70,0,100,30,10.0,8.66
1731,0.813,74,0,100,26,10.0,8.13
1732,0.795,78,0,100,22,10.0,7.95
1733,0.778,78,0,100,22,10.0,7.78
1734,0.748,74,0,100,26,10.0,7.48
1735,0.783,74,0,100,26,10.0,7.83
1736,0.756,75,0,100,25,10.0,7.56
1737,0.735,77,0,100,23,10.0,7.35
1738,0.741,77,0,100,23,10.0,7.41
1739,0.787,75,0,100,25,10.0,7.87
1740,0.768,72,0,100,28,10.0,7.68
1741,0.783,75,0,100,25,10.0,7.83
1742,0.874,72,0,100,28,10.0,8.74
1743,0.812,80,0,100,20,10.0,8.12
1744,0.732,76,0,100,24,10.0,7.32
1745,0.745,77,0,100,23,10.0,7.45
1746,0.853,76,0,100,24,10.0,8.53
1747,0.692,74,0,100,26,10.0,6.92
1748,0.77,73,0,100,27,10.0,7.7
1749,0.83,75,0,100,25,10.0,8.3
1750,0.779,80,0,100,20,10.0,7.79
1751,0.7,81,0,100,19,10.0,7.0
1752,0.701,77,0,100,23,10.0,7.01
1753,0.735,79,0,100,21,10.0,7.35
1754,0.749,74,0,100,26,10.0,7.49
1755,0.73,78,0,100,22,10.0,7.3
1756,0.866,80,0,100,20,10.0,8.66
1757,0.768,74,0,100,26,10.0,7.68
1758,0.84,78,0,100,22,10.0,8.4
1759,0.764,77,0,100,23,10.0,7.64
1760,0.794,76,0,100,24,10.0,7.94
1761,0.798,72,0,100,28,10.0,7.98
1762,0.753,80,0,100,20,10.0,7.53
1763,0.73,79,0,100,21,10.0,7.3
1764,0.802,74,0,100,26,10.0,8.02
1765,0.804,79,0,100,21,10.0,8.04
1766,0.728,77,0,100,23,10.0,7.28
1767,0.726,73,0,100,27,10.0,7.26
1768,0.809,78,0,100,22,10.0,8.09
1769,0.8,79,0,100,21,10.0,8.0
1770,0.772,77,0,100,23,10.0,7.72
1771,0.866,75,0,100,25,10.0,8.66
1772,0.884,78,0,100,22,10.0,8.84
1773,0.844,76,0,100,24,10.0,8.44
1774,0.912,72,0,100,28,10.0,9.12
1775,0.821,76,0,100,24,10.0,8.21
1776,0.857,72,0,100,28,10.0,8.57
1777,0.866,71,0,100,29,10.0,8.66
1778,0.828,72,0,100,28,10.0,8.28
1779,0.83,76,0,100,24,10.0,8.3
1780,0.788,79,0,100,21,10.0,7.88
1781,0.781,77,0,100,23,10.0,7.81
1782,0.779,76,0,100,24,10.0,7.79
1783,0.686,77,0,100,23,10.0,6.86
1784,0.901,79,0,100,21,10.0,9.01
1785,0.725,84,0,100,16,10.0,7.25
1786,0.76,80,0,100,20,10.0,7.6
1787,0.82,77,0,100,23,10.0,8.2
1788,0.743,76,0,100,24,10.0,7.43
1789,0.788,79,0,100,21,10.0,7.88
1790,0.83,79,0,100,21,10.0,8.3
1791,0.744,80,0,100,20,10.0,7.44
1792,0.809,79,0,100,21,10.0,8.09
1793,0.832,77,0,100,23,10.0,8.32
1794,0.864,79,0,100,21,10.0,8.64
1795,0.785,76,0,100,24,10.0,7.85
1796,0.688,82,0,100,18,10.0,6.88
1797,0.743,80,0,100,20,10.0,7.43
1798,0.742,76,0,100,24,10.0,7.42
1799,0.802,75,0,100,25,10.0,8.02
1800,0.853,73,0,100,27,10.0,8.53
1801,0.885,69,0,100,31,10.0,8.85
1802,0.774,77,0,100,23,10.0,7.74
1803,0.764,81,0,100,19,10.0,7.64
1804,0.811,71,0,100,29,10.0,8.11
1805,0.825,78,0,100,22,10.0,8.25
1806,0.767,77,0,100,23,10.0,7.67
1807,0.854,72,0,100,28,10.0,8.54
1808,0.865,76,0,100,24,10.0,8.65
1809,0.783,74,0,100,26,10.0,7.83
1810,0.797,77,0,100,23,10.0,7.97
1811,0.818,75,0,100,25,10.0,8.18
1812,0.722,79,0,100,21,10.0,7.22
1813,0.781,81,0,100,19,10.0,7.81
1814,0.753,76,0,100,24,10.0,7.53
1815,0.825,76,0,100,24,10.0,8.25
1816,0.807,69,0,100,31,10.0,8.07
1817,0.804,76,0,100,24,10.0,8.04
1818,0.81,70,0,100,30,10.0,8.1
1819,0.829,77,0,100,23,10.0,8.29
1820,0.765,74,0,100,26,10.0,7.65
1821,0.75,79,0,100,21,10.0,7.5
1822,0.817,76,0,100,24,10.0,8.17
1823,0.804,78,0,100,22,10.0,8.04
1824,0.828,77,0,100,23,10.0,8.28
1825,0.828,76,0,100,24,10.0,8.28
1826,0.906,73,0,100,27,10.0,9.06
1827,0.761,77,0,100,23,10.0,7.61
1828,0.812,78,0,100,22,10.0,8.12
1829,0.853,74,0,100,26,10.0,8.53
1830,0.852,75,0,100,25,10.0,8.52
1831,0.798,78,0,100,22,10.0,7.98
1832,0.885,78,0,100,22,10.0,8.85
1833,0.863,77,0,100,23,10.0,8.63
1834,0.711,80,0,100,20,10.0,7.11
1835,0.658,80,0,100,20,10.0,6.58
1836,0.836,74,0,100,26,10.0,8.36
1837,0.775,75,0,100,25,10.0,7.75
1838,0.851,72,0,100,28,10.0,8.51
1839,0.861,74,0,100,26,10.0,8.61
1840,0.785,74,0,100,26,10.0,7.85
1841,0.82,78,0,100,22,10.0,8.2
1842,0.708,81,0,100,19,10.0,7.08
1843,0.811,80,0,100,20,10.0,8.11
1844,0.786,77,0,100,23,10.0,7.86
1845,0.715,80,0,100,20,10.0,7.15
1846,0.789,80,0,100,20,10.0,7.89
1847,0.813,74,0,100,26,10.0,8.13
1848,0.765,76,0,100,24,10.0,7.65
1849,0.75,77,0,100,23,10.0,7.5
1850,0.806,83,0,100,17,10.0,8.06
1851,0.822,79,0,100,21,10.0,8.22
1852,0.821,77,0,100,23,10.0,8.21
1853,0.767,77,0,100,23,10.0,7.67
