episode,utilization,invalid_learned,invalid_attempted,boxes_attempted,placed_boxes,max_height,avg_height,perc_stacking,perc_best_fit,perc_semi_perfect_fit,perc_random_fit
1,0.595,1,0,12,11,10.0,5.95,16.666666666666664,33.33333333333333,25.0,25.0
2,0.38,1,0,13,12,10.0,3.8,15.384615384615385,15.384615384615385,61.53846153846154,7.6923076923076925
3,0.529,1,0,16,15,10.0,5.29,31.25,31.25,25.0,12.5
4,0.882,1,0,24,23,10.0,8.82,12.5,37.5,20.833333333333336,29.166666666666668
5,0.63,1,0,18,17,10.0,6.3,22.22222222222222,38.88888888888889,27.77777777777778,11.11111111111111
6,0.724,1,0,25,24,10.0,7.24,16.0,24.0,32.0,28.000000000000004
7,0.516,1,0,13,12,10.0,5.16,23.076923076923077,23.076923076923077,23.076923076923077,30.76923076923077
8,0.62,1,0,15,14,10.0,6.2,13.333333333333334,40.0,33.33333333333333,13.333333333333334
9,0.71,1,0,14,13,10.0,7.1,21.428571428571427,21.428571428571427,35.714285714285715,21.428571428571427
10,0.676,1,0,25,24,10.0,6.76,24.0,28.000000000000004,36.0,12.0
11,0.55,1,0,13,12,10.0,5.5,23.076923076923077,23.076923076923077,15.384615384615385,38.46153846153847
12,0.58,1,0,9,8,10.0,5.8,22.22222222222222,55.55555555555556,22.22222222222222,0.0
13,0.575,1,0,10,9,10.0,5.75,40.0,20.0,10.0,30.0
14,0.698,1,0,20,19,10.0,6.98,10.0,45.0,15.0,30.0
15,0.704,1,0,22,21,10.0,7.04,13.636363636363635,27.27272727272727,22.727272727272727,36.36363636363637
16,0.598,1,0,18,17,10.0,5.98,16.666666666666664,22.22222222222222,44.44444444444444,16.666666666666664
17,0.598,1,0,18,17,10.0,5.98,22.22222222222222,22.22222222222222,44.44444444444444,11.11111111111111
18,0.721,1,0,21,20,10.0,7.21,23.809523809523807,33.33333333333333,28.57142857142857,14.285714285714285
19,0.562,1,0,24,23,10.0,5.62,25.0,25.0,29.166666666666668,20.833333333333336
20,0.593,1,0,15,14,10.0,5.93,13.333333333333334,46.666666666666664,26.666666666666668,13.333333333333334
21,0.78,1,0,15,14,10.0,7.8,6.666666666666667,46.666666666666664,33.33333333333333,13.333333333333334
22,0.582,1,0,18,17,10.0,5.82,38.88888888888889,11.11111111111111,16.666666666666664,33.33333333333333
23,0.631,1,0,22,21,10.0,6.31,27.27272727272727,22.727272727272727,31.818181818181817,18.181818181818183
24,0.487,1,0,12,11,10.0,4.87,41.66666666666667,41.66666666666667,16.666666666666664,0.0
