lr,cut1,cut2,rs,avg
0.0001,0.7006076190476189,0.6902114285714294,0.7460900000000008,0.7123030158730165
0.001,0.7465571428571431,0.7402457142857144,0.7682352380952373,0.7516793650793648
0.005,0.7422090476190485,0.7350647619047598,0.7577161904761923,0.7449966666666669
