episode,utilization,invalid_learned,invalid_attempted,boxes_attempted,placed_boxes,max_height,avg_height,perc_stacking,perc_best_fit,perc_semi_perfect_fit,perc_random_fit
291,0.763,159,0,100,23,10.0,8.8,4.0,8.0,11.0,77.0
292,0.749,163,0,100,21,10.0,8.55,12.0,4.0,17.0,67.0
293,0.681,158,0,100,23,10.0,8.09,25.0,5.0,9.0,61.0
294,0.686,156,0,100,23,10.0,7.38,23.0,21.0,21.0,35.0
295,0.859,151,0,100,29,10.0,9.32,5.0,7.0,18.0,70.0
296,0.697,153,0,100,26,10.0,7.61,7.0,60.0,20.0,13.0
297,0.768,157,0,100,25,10.0,8.49,46.0,3.0,11.0,40.0
298,0.728,157,0,100,22,10.0,8.39,66.0,5.0,15.0,14.0
299,0.76,167,0,100,19,10.0,8.19,21.0,7.0,10.0,62.0
300,0.655,167,0,100,20,10.0,8.2,2.0,10.0,18.0,70.0
301,0.761,161,0,100,23,10.0,8.68,12.0,16.0,9.0,63.0
302,0.818,157,0,100,24,10.0,8.63,15.0,4.0,10.0,71.0
303,0.823,151,0,100,28,10.0,8.65,31.0,3.0,22.0,44.0
304,0.74,159,0,100,23,10.0,7.9,13.0,54.0,16.0,17.0
305,0.733,156,0,100,24,10.0,8.21,15.0,3.0,15.0,67.0
306,0.756,161,0,100,21,10.0,8.1,27.0,7.0,19.0,47.0
307,0.701,169,0,100,17,10.0,8.37,7.0,12.0,8.0,73.0
308,0.759,158,0,100,25,10.0,8.26,39.0,11.0,12.0,38.0
309,0.764,156,0,100,25,10.0,8.5,61.0,7.0,15.0,17.0
310,0.762,172,0,100,16,10.0,8.87,7.0,75.0,7.0,11.0
311,0.71,161,0,100,22,10.0,7.48,6.0,35.0,16.0,43.0
312,0.74,169,0,100,18,10.0,8.14,14.0,8.0,11.0,67.0
313,0.694,159,0,100,24,10.0,8.38,3.0,11.0,13.0,73.0
314,0.773,159,0,100,23,10.0,8.7,18.0,5.0,2.0,75.0
315,0.706,158,0,100,22,10.0,8.24,10.0,5.0,10.0,75.0
316,0.703,160,0,100,22,10.0,7.78,10.0,11.0,17.0,62.0
317,0.723,165,0,100,18,10.0,8.01,64.0,5.0,17.0,14.0
318,0.683,165,0,100,19,10.0,7.41,11.0,63.0,21.0,5.0
319,0.69,164,0,100,21,10.0,8.09,36.0,3.0,7.0,54.0
320,0.862,155,0,100,24,10.0,9.02,21.0,4.0,9.0,66.0
321,0.762,169,0,100,18,10.0,8.17,22.0,8.0,16.0,54.0
322,0.74,161,0,100,21,10.0,7.91,15.0,7.0,18.0,60.0
323,0.755,161,0,100,21,10.0,8.39,8.0,4.0,24.0,64.0
324,0.692,162,0,100,21,10.0,8.03,20.0,39.0,6.0,35.0
325,0.804,160,0,100,23,10.0,8.68,27.0,7.0,11.0,55.0
326,0.667,167,0,100,17,10.0,7.37,78.0,4.0,13.0,5.0
327,0.666,168,0,100,19,10.0,7.55,71.0,18.0,7.0,4.0
328,0.764,158,0,100,23,10.0,8.58,62.0,6.0,11.0,21.0
329,0.673,162,0,100,21,10.0,7.46,33.0,4.0,11.0,52.0
330,0.707,167,0,100,18,10.0,7.72,79.0,5.0,13.0,3.0
331,0.784,163,0,100,21,10.0,8.63,21.0,6.0,10.0,63.0
332,0.705,163,0,100,20,10.0,7.89,15.0,71.0,12.0,2.0
333,0.713,153,0,100,26,10.0,8.09,73.0,10.0,13.0,4.0
334,0.76,157,0,100,22,10.0,8.14,74.0,3.0,18.0,5.0
335,0.656,168,0,100,19,10.0,7.35,14.0,74.0,7.0,5.0
336,0.846,157,0,100,24,10.0,8.95,45.0,4.0,8.0,43.0
337,0.661,158,0,100,22,10.0,7.71,81.0,5.0,9.0,5.0
338,0.715,163,0,100,22,10.0,8.65,30.0,5.0,6.0,59.0
339,0.678,167,0,100,18,10.0,7.47,88.0,2.0,6.0,4.0
340,0.669,155,0,100,25,10.0,8.54,83.0,5.0,4.0,8.0
341,0.7,160,0,100,22,10.0,7.68,34.0,4.0,16.0,46.0
342,0.755,160,0,100,22,10.0,8.11,14.0,5.0,18.0,63.0
343,0.747,165,0,100,19,10.0,7.91,43.0,4.0,13.0,40.0
344,0.819,159,0,100,23,10.0,9.19,26.0,5.0,6.0,63.0
345,0.814,159,0,100,24,10.0,8.94,16.0,4.0,14.0,66.0
346,0.704,160,0,100,23,10.0,8.16,46.0,1.0,7.0,46.0
347,0.691,157,0,100,24,10.0,8.48,83.0,3.0,10.0,4.0
348,0.82,151,0,100,28,10.0,9.0,32.0,4.0,17.0,47.0
349,0.762,155,0,100,25,10.0,8.54,17.0,8.0,17.0,58.0
350,0.762,160,0,100,23,10.0,8.93,36.0,8.0,11.0,45.0
351,0.67,163,0,100,20,10.0,7.56,29.0,3.0,14.0,54.0
352,0.754,161,0,100,21,10.0,8.17,68.0,7.0,20.0,5.0
353,0.724,157,0,100,24,10.0,8.43,83.0,1.0,5.0,11.0
354,0.752,151,0,100,26,10.0,8.25,73.0,5.0,20.0,2.0
355,0.674,167,0,100,18,10.0,8.65,27.0,3.0,9.0,61.0
356,0.782,151,0,100,26,10.0,8.26,51.0,5.0,12.0,32.0
357,0.641,165,0,100,20,10.0,8.09,21.0,16.0,3.0,60.0
358,0.723,168,0,100,18,10.0,8.27,25.0,4.0,6.0,65.0
359,0.818,158,0,100,23,10.0,9.06,28.0,9.0,12.0,51.0
360,0.713,167,0,100,19,10.0,8.16,82.0,5.0,11.0,2.0
361,0.737,159,0,100,24,10.0,7.95,38.0,2.0,16.0,44.0
