lr,buffer_size,cut1,cut2,rs
0.0001,0,0.7360123809523801,0.7244595238095232,0.7617176190476193
0.001,0,0.6917414285714285,0.6843661904761896,0.738547142857144
0.005,0,0.7191366666666669,0.7088880952380939,0.7455028571428569
